level 1 category,level 2 category,level 3 category,attribute,valid attribute values
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Refrigerant Type,R1234yf;R134a
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Product Type,Air Conditioner Refrigerant;Recharge Hose;Recharge Hose Adapter;Refrigerant Recharge Kit
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Air Conditioner Refrigerants,Packaging Type,Bagged;Bottle;Boxed;Bulk;Can;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Concentrated,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Product Type,50/50 Antifreeze/Coolant;Antifreeze;Antifreeze/Coolant;Coolant;Gas Line Antifreeze & Water Remover;RV/Marine Antifreeze;Super Coolant
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Maximum Operating Temperature,
"Automotive, RV and Marine",Fluids and Lubrication,Antifreeze,Minimum Operating Temperature,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Product Type,Anti Seize Lubricant
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Packaging Type,Aerosol Can;Bagged;Boxed;Bulk;Can;Carded;Jar;Tube
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Flash Point,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Grease Lube Type,Aluminum;Copper Based;Copper/Lead Free;Mechanical;Metal Free;Nickel Based;Silver
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Minimum Operating Temperature,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Specific Gravity,
"Automotive, RV and Marine",Fluids and Lubrication,Anti-Seize Lubricants,Maximum Operating Temperature,
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Grade,ATF;ATF+4;Dexron III/Mercon;Dexron VI;Dexron VI/Mercon;Mercon V;Type F;Type F and FA
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Product Type,Automatic Transmission Fluid;Automatic Transmission Fluid Conditioner;Automatic Transmission Stop Slip;CVT Transmission Fluid;Radiator Stop Leak and Conditioner;Transmission Stop Leak
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Packaging Type,Bagged;Bottle;Boxed;Bucket;Bulk;Carded;Container
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Compatible Transmission Type,Automatic;Automatic and Powershift;Manual;Semi Automatic
"Automotive, RV and Marine",Fluids and Lubrication,Automatic Transmission Fluids,Oil Composition,Additive Package;Base Oil;Mineral;Semi-Synthetic;Synthetic
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Weight Rating,140W;75W140;75W90;80W140;80W85W90;80W90;85W140;85W90
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Oil Type,Heavy Duty;High Viscosity;High Viscosity/Outboard;Multipurpose;Outboard;Synthetic
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Product Type,Automotive Gear Oil;Gear Oil;Marine Gear Oil;Marine Lower Unit Gear Oil
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Packaging Type,Bagged;Bottle;Boxed;Bulk;Carded;Pail;Tube
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Grease Lube Type,High Viscosity;High Viscosity/Outboard;Outboard;Synthetic
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Gear Oils,Usage,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Grease Type,Aluminum Complex;Dielectric;EP Lithium;Extreme Pressure;Food Grade;Heavy Duty;High Temperature;Lithium;Marine;Multi-Purpose;Petroleum Distillate;Red Lithium;Semi Synthetic;Silicone Dielectric;Synthetic;White Lithium
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Product Type,Bulb Grease;Grease;Grease Stick;Lanolin Grease;Mining & Construction Grease;Red Grease;Spark Plug and Boot Grease;Tune Up Grease;Wheel and Slider Lube;Wheel Bearing Grease
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Agency Approval,NLGI;USDA
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Nonconductive,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Protects Against Rust,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Automotive Greases,Water Repellent,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Chlorinated,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Nonflammable,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Product Type,Brake Cleaner;Brake Parts Cleaner;Electrical Parts Cleaner;Lectra Motive Cleaner;Mass Air Flow Sensor Cleaner;QD Electronic Cleaner;Wire Dryer
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Hazards or Warnings,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Brake Cleaners,Packaging Type,Aerosol Can;Bagged;Bottle;Boxed;Bulk;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Agency Approval,DOT 3;DOT 4
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Product Type,Brake Fluid
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Minimum Dry Boiling Point,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Minimum Wet Boiling Point,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Oil Composition,Mineral;Synthetic
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Flash Point,
"Automotive, RV and Marine",Fluids and Lubrication,Brake Fluids,Packaging Type,Bagged;Bottle;Boxed;Bulk;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Nonflammable,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Product Type,Carburetor and Choke Cleaner;Carburetor Cleaner;Choke Cleaner;Hedge Trimmer Blade Cleaner;Multi-Purpose Parts Cleaner & Degreaser
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Packaging Type,Bagged;Bottle;Boxed;Bulk;Can;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Carburetor Cleaners,Hazards or Warnings,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Length,
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Compatible Fuels,Diesel;Diesel/Ethanol/Gasoline;Diesel/Gasoline;Ethanol;Ethanol/Gasoline;Gasoline
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Product Type,Antifreeze/Coolant Tester;Fuel Stabilizing Filter;Fuel Tester;Pump;Quality Test;Test Swab;Water Absorber
"Automotive, RV and Marine",Fluids and Lubrication,Fluid and Lubrication Accessories,Number in Package,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel Additives,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel Additives,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel Additives,Compatible Fuels,Diesel;Diesel/Ethanol/Gasoline;Diesel/Gasoline;Ethanol;Ethanol/Gasoline;Gasoline
"Automotive, RV and Marine",Fluids and Lubrication,Fuel Additives,Product Type,Anti-Squawk/Anti-Shudder Additive;Carbon Eliminator;Carburetor and Choke Cleaner;Cetane Power Booster;Chemtool Injector Cleaner;Direct Injection and Port Fuel Injection Tune-Up;Emissions System Cleaner;Engine Maintenance Kit;Enzyme Fuel Treatment;Ethanol Fuel Conditioner with Stabilizers;Exhaust Fluid;Fuel Anti-Gel;Fuel Conditioner;Fuel Stabilizer;Fuel Supplement;Fuel Treatment;Fuel Treatment and Stabilizer;Fuel Treatment/Ring Cleaner;Lead Substitute;Motor Treatment;Multifunction Fuel Additive;Multi-System Additive;Octane Booster;Rear Main Seal Repair;Starting Fluid;Storage Stabilizer;Tank Additive;Water Absorber;Water Remover
"Automotive, RV and Marine",Fluids and Lubrication,Fuel Additives,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Engine Type,2 and 4 Cycles;Diesel;Gasoline;Gasoline and Diesel;Gasoline/2 and 4 Cycle Engine
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Product Type,Automotive Parts Cleaner;Carb and Choke Cleaner;Chemtool Injector Cleaner;Cleaner;Complete Fuel System Cleaner;Deisel Exhaust Fluid;Ethanol Treatment and Fuel Stabilizer;Exhaust Fluid;Fogging Fluid;Fuel Injector Cleaner;Fuel injector/Carburetor Cleaner;Fuel System Cleaner;High Mileage Fuel Injector Cleaner;High Mileage Fuel System Cleaner;Lubricant Cleaner;Marine Fuel System Cleaner and Stabilizer;Motor Treatment;Octane Booster;Throttle Body/Air-Intake Cleaner
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Oxygen Sensor Safe,No;Yes
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Flash Point,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Amount of Fuel Treated,
"Automotive, RV and Marine",Fluids and Lubrication,Fuel System Cleaners,Packaging Type,Aerosol Can;Bagged;Bottle;Boxed;Bulk;Can;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Diameter,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Angle,45 degree;45 degree/90 degree;90 degree;Assorted;Straight
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Product Type,Adapter;Flex Hose with Coupler;Grease Fittings;Grease Gun Coupler;Grease Injector Needle;Needle Tip Adapter;Quick Release Grease Coupler;Swivel Coupler;Whip Hose
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Number in Package,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Maximum Pressure,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Color,Assorted;Black;Black/Silver;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Fluids and Lubrication,Grease Fittings,Height,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Power Type,Corded;Cordless;Manual;Pneumatic
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Product Type,Bearing Packer;Fluid Pump;Grease Gun;Grease Gun Holder;Grease Gun Hose;Grease Gun Kit;Guide Bar Grease Gun;Lever Barrel Pump;Lube Tube;Mini Grease Gun;Rotary Barrel Pump;Suction Gun
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Kit or Tool Only,Kit (Battery & Charger);Kit (Battery);Tool Only
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Cartridge Size,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Hose Size,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Air Inlet Size,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Maximum Pressure,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Volts,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Battery Amp Hours,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Material,Aluminum;Metal;Plastic;Polypropylene/Stainless Steel;Rubber/Steel;Steel;Teflon
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Fluid Delivery Volume,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Number of Speeds,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Height,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Width,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Length,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Recommended Operating Pressure,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Weight,
"Automotive, RV and Marine",Fluids and Lubrication,Grease Guns,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Agency Approval,ISO 150;ISO 22;ISO 32;ISO 46;ISO 68
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Product Type,Clutch Fluid with Stop Leak;Hydraulic & Transmission Fluid;Hydraulic Jack Oil;Hydraulic Oil;Hydraulic Oil Booster & Stop Leak;Hydraulic Stop Leak;Hydraulic Stop Leak & Conditioner;Power Trim and Tilt Fluid;Snow Plow Hydraulic Oil
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Container Size,
"Automotive, RV and Marine",Fluids and Lubrication,Hydraulic Oils,Packaging Type,Bagged;Bottle;Boxed;Bucket;Bulk;Carded;Jug;Tube
"Automotive, RV and Marine",Fluids and Lubrication,Lubricants,Brand Name,
"Automotive, RV and Marine",Fluids and Lubrication,Lubricants,Sub Brand,
"Automotive, RV and Marine",Fluids and Lubrication,Lubricants,Engine Type,10W30 Cycle;2-Cycle;4-Cycle
"Automotive, RV and Marine",Fluids and Lubrication,Lubricants,Lube Type,4 Stroke Outboard;Air Tool;Aluminum;Bar and Chain;Bees Wax;Belt Dressing and Conditioner;Brake;Brake Parts;Cable-Pulling;Chain;Chain and Cable;Chain and Wire Pulling;Choke Tube;Chop Saw Blade;Compressor Pump;Cutting Shears;Disc Brake;Disc Brake Caliper;Dry;Electrical;Engine Assembly;Extra Fine Graphite;Fiber Filter;Fifth Wheel;Foam;Food Grade;Garage Door;Gel;General Purpose;Graphite;Greaseless;Gun;Heavy Duty;Hitch Ball and Receiver;Household;Industrial;Light Machine;Lock and Hinge;Marine;Multi-Purpose;Powdered;Premium Synthetic Clear;Premium Synthetic Polymer;Premium Synthetic Wax;Pressure Washer;Semi-Synthetic;Shield;Slide Out;Sliding Door;Sprayer;Sprocket and Chain;Stick;Synthetic;Trailer Hitch;Window and Track;Wire Pulling
